g1-xl4-p5,g1-xl4-p4,g1-xl4-p3,g1-xl4-p2,g1-xl4-p10,g1-xl4-p1,g1-xl3-p5,g1-xl3-p4,g1-xl3-p3,g1-xl3-p2,g1-xl3-p10,g1-xl3-p1,g1-xl2-p5,g1-xl2-p4,g1-xl2-p3,g1-xl2-p2,g1-xl2-p10,g1-xl2-p1,g1-m4-p5,g1-m4-p4,g1-m4-p3,g1-m4-p2,g1-m4-p10,g1-m4-p1,g1-m3-p5,g1-m3-p4,g1-m3-p3,g1-m3-p2,g1-m3-p10,g1-m3-p1,g1-m2-p5,g1-m2-p4,g1-m2-p3,g1-m2-p2,g1-m2-p10,g1-m2-p1,g1-l4-p5,g1-l4-p4,g1-l4-p3,g1-l4-p2,g1-l4-p10,g1-l4-p1,g1-l3-p5,g1-l3-p4,g1-l3-p3,g1-l3-p2,g1-l3-p10,g1-l3-p1,g1-l2-p5,g1-l2-p4,g1-l2-p3,g1-l2-p2,g1-l2-p10,g1-l2-p1
441.0,0.0,0.0,387.0,440.0,197.0,442.0,442.0,444.0,397.0,440.0,209.0,441.0,441.0,443.0,435.0,440.0,220.0,446.0,455.0,321.0,329.0,440.0,0,443.0,0.0,367.0,261.0,440.0,125.0,0.0,0.0,455.0,340.0,440.0,158.0,0.0,449.0,0.0,230.0,0.0,0.0,443.0,446.0,401.0,285.0,440.0,146.0,0.0,0.0,453.0,349.0,440.0,178.0
0.0,442.0,444.0,439.0,0.0,210.0,0.0,0.0,0.0,410.0,0.0,212.0,0.0,0.0,0.0,440.0,0.0,226.0,0.0,455.0,415.0,0.0,0.0,205,0.0,445.0,419.0,256.0,0.0,136.0,441.0,444.0,455.0,367.0,0.0,180.0,447.0,0.0,446.0,301.0,440.0,210.0,0.0,0.0,420.0,303.0,0.0,148.0,441.0,443.0,0.0,343.0,0.0,152.0
441.0,0.0,0.0,376.0,439.0,195.0,442.0,442.0,444.0,419.0,439.0,206.0,441.0,441.0,443.0,423.0,439.0,216.0,446.0,455.0,286.0,424.0,440.0,0,442.0,0.0,342.0,295.0,440.0,174.0,0.0,0.0,455.0,331.0,439.0,176.0,0.0,449.0,0.0,0.0,0.0,0.0,442.0,446.0,449.0,288.0,440.0,138.0,0.0,0.0,453.0,314.0,439.0,177.0
0.0,442.0,444.0,447.0,0.0,188.0,0.0,0.0,0.0,397.0,0.0,199.0,0.0,0.0,0.0,451.0,0.0,227.0,0.0,456.0,0.0,0.0,0.0,176,0.0,445.0,440.0,247.0,0.0,119.0,441.0,443.0,455.0,341.0,0.0,156.0,447.0,0.0,446.0,430.0,440.0,0.0,0.0,0.0,387.0,301.0,0.0,125.0,441.0,443.0,0.0,348.0,0.0,169.0
440.0,0.0,0.0,411.0,439.0,156.0,442.0,442.0,444.0,408.0,439.0,192.0,440.0,441.0,442.0,433.0,439.0,224.0,446.0,456.0,444.0,0.0,440.0,143,442.0,0.0,353.0,310.0,440.0,118.0,0.0,0.0,455.0,346.0,439.0,165.0,0.0,448.0,446.0,335.0,0.0,0.0,442.0,446.0,427.0,305.0,440.0,141.0,0.0,0.0,452.0,355.0,439.0,160.0
0.0,441.0,444.0,379.0,0.0,231.0,0.0,0.0,0.0,403.0,0.0,213.0,0.0,0.0,0.0,441.0,0.0,223.0,0.0,456.0,445.0,435.0,0.0,49,0.0,445.0,398.0,251.0,0.0,147.0,441.0,443.0,456.0,346.0,0.0,173.0,447.0,0.0,446.0,206.0,439.0,132.0,0.0,0.0,358.0,273.0,0.0,159.0,441.0,443.0,0.0,351.0,0.0,163.0
440.0,0.0,0.0,351.0,439.0,212.0,441.0,441.0,444.0,428.0,439.0,208.0,440.0,441.0,442.0,435.0,439.0,220.0,446.0,456.0,445.0,0.0,440.0,121,442.0,0.0,421.0,246.0,439.0,163.0,0.0,0.0,456.0,336.0,439.0,183.0,0.0,448.0,447.0,148.0,0.0,166.0,442.0,445.0,412.0,279.0,439.0,153.0,0.0,0.0,452.0,343.0,439.0,168.0
0.0,441.0,444.0,384.0,0.0,199.0,0.0,0.0,0.0,389.0,0.0,197.0,0.0,0.0,0.0,440.0,0.0,226.0,0.0,214.0,445.0,434.0,0.0,82,0.0,445.0,374.0,287.0,0.0,135.0,441.0,443.0,450.0,350.0,0.0,167.0,447.0,0.0,447.0,255.0,439.0,84.0,0.0,0.0,373.0,287.0,0.0,113.0,440.0,442.0,0.0,360.0,0.0,180.0
440.0,0.0,0.0,398.0,439.0,143.0,441.0,441.0,444.0,407.0,439.0,207.0,440.0,441.0,442.0,440.0,439.0,222.0,446.0,0.0,295.0,0.0,439.0,147,442.0,0.0,335.0,266.0,439.0,125.0,0.0,0.0,0.0,332.0,439.0,161.0,0.0,448.0,447.0,300.0,0.0,112.0,442.0,445.0,451.0,260.0,439.0,126.0,0.0,0.0,452.0,316.0,439.0,159.0
0.0,441.0,444.0,385.0,0.0,201.0,0.0,0.0,0.0,414.0,0.0,194.0,0.0,0.0,0.0,247.0,0.0,222.0,0.0,0.0,286.0,434.0,0.0,120,0.0,444.0,413.0,294.0,0.0,148.0,440.0,443.0,0.0,352.0,0.0,157.0,447.0,0.0,349.0,241.0,439.0,0.0,0.0,0.0,327.0,273.0,0.0,129.0,440.0,442.0,0.0,353.0,0.0,170.0
440.0,0.0,0.0,437.0,438.0,199.0,441.0,441.0,443.0,399.0,438.0,199.0,440.0,440.0,442.0,0.0,438.0,225.0,445.0,0.0,352.0,0.0,439.0,91,442.0,0.0,412.0,231.0,439.0,125.0,0.0,0.0,0.0,358.0,438.0,177.0,0.0,448.0,372.0,200.0,0.0,0.0,442.0,445.0,453.0,290.0,439.0,158.0,0.0,0.0,452.0,359.0,438.0,176.0
0.0,441.0,443.0,401.0,0.0,207.0,0.0,0.0,0.0,401.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,389.0,434.0,0.0,110,0.0,444.0,452.0,325.0,0.0,141.0,440.0,443.0,0.0,330.0,0.0,163.0,446.0,0.0,288.0,207.0,439.0,0.0,0.0,0.0,434.0,336.0,0.0,158.0,440.0,442.0,0.0,333.0,0.0,171.0
440.0,0.0,0.0,380.0,438.0,158.0,441.0,441.0,443.0,433.0,438.0,198.0,440.0,440.0,441.0,0.0,438.0,224.0,445.0,0.0,284.0,0.0,439.0,113,441.0,0.0,373.0,293.0,439.0,149.0,0.0,0.0,0.0,359.0,438.0,171.0,0.0,448.0,447.0,272.0,0.0,0.0,441.0,445.0,419.0,251.0,439.0,136.0,0.0,0.0,452.0,347.0,438.0,164.0
0.0,441.0,443.0,375.0,0.0,200.0,0.0,0.0,0.0,406.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,229.0,0.0,0.0,393.0,0.0,0.0,115,0.0,444.0,312.0,249.0,0.0,167.0,440.0,442.0,0.0,328.0,0.0,168.0,446.0,0.0,330.0,289.0,439.0,0.0,0.0,0.0,358.0,257.0,0.0,147.0,440.0,442.0,0.0,351.0,0.0,162.0
439.0,0.0,0.0,431.0,438.0,202.0,441.0,441.0,443.0,391.0,438.0,210.0,439.0,440.0,441.0,0.0,438.0,222.0,445.0,0.0,265.0,0.0,439.0,118,441.0,0.0,441.0,248.0,439.0,161.0,0.0,0.0,0.0,343.0,438.0,189.0,0.0,447.0,369.0,227.0,0.0,0.0,441.0,445.0,307.0,303.0,439.0,105.0,0.0,0.0,451.0,344.0,438.0,170.0
0.0,440.0,443.0,348.0,0.0,226.0,0.0,0.0,0.0,70.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,350.0,433.0,0.0,0,0.0,444.0,453.0,291.0,0.0,111.0,440.0,442.0,0.0,332.0,0.0,159.0,446.0,0.0,291.0,263.0,438.0,0.0,0.0,0.0,0.0,281.0,0.0,164.0,440.0,442.0,0.0,361.0,0.0,176.0
439.0,0.0,0.0,421.0,438.0,173.0,440.0,440.0,443.0,0.0,438.0,200.0,439.0,440.0,441.0,0.0,438.0,222.0,445.0,0.0,311.0,0.0,438.0,207,441.0,0.0,98.0,300.0,438.0,139.0,0.0,0.0,0.0,363.0,438.0,175.0,0.0,447.0,380.0,234.0,0.0,0.0,441.0,444.0,0.0,266.0,438.0,140.0,0.0,0.0,451.0,340.0,438.0,157.0
0.0,440.0,443.0,136.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,324.0,377.0,0.0,0,0.0,444.0,0.0,243.0,0.0,105.0,439.0,442.0,0.0,337.0,0.0,173.0,446.0,0.0,357.0,220.0,438.0,324.0,0.0,0.0,0.0,321.0,0.0,172.0,439.0,441.0,0.0,336.0,0.0,175.0
439.0,0.0,0.0,0.0,438.0,141.0,440.0,440.0,442.0,0.0,438.0,211.0,439.0,440.0,441.0,0.0,438.0,226.0,444.0,,360.0,289.0,438.0,209,441.0,0.0,0.0,253.0,438.0,150.0,0.0,0.0,,343.0,438.0,156.0,0.0,447.0,350.0,237.0,0.0,0.0,441.0,444.0,0.0,268.0,438.0,100.0,0.0,0.0,451.0,328.0,438.0,174.0
0.0,440.0,442.0,0.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,,384.0,225.0,0.0,0,0.0,443.0,0.0,324.0,0.0,159.0,439.0,442.0,,362.0,0.0,171.0,445.0,0.0,288.0,299.0,438.0,216.0,0.0,0.0,0.0,299.0,0.0,136.0,439.0,441.0,0.0,350.0,0.0,165.0
439.0,0.0,0.0,0.0,437.0,224.0,440.0,440.0,442.0,0.0,437.0,198.0,439.0,439.0,441.0,,437.0,223.0,444.0,,297.0,0.0,438.0,0,440.0,0.0,0.0,289.0,438.0,124.0,0.0,0.0,,352.0,437.0,180.0,0.0,447.0,398.0,250.0,0.0,0.0,440.0,444.0,0.0,293.0,438.0,137.0,0.0,0.0,451.0,361.0,437.0,193.0
0.0,440.0,442.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,,0.0,231.0,0.0,,264.0,0.0,0.0,0,0.0,443.0,0.0,255.0,0.0,100.0,439.0,441.0,,327.0,0.0,169.0,445.0,0.0,297.0,200.0,438.0,165.0,0.0,0.0,0.0,274.0,0.0,160.0,439.0,441.0,0.0,337.0,0.0,150.0
438.0,0.0,0.0,0.0,437.0,158.0,440.0,440.0,442.0,0.0,437.0,210.0,438.0,439.0,440.0,,437.0,219.0,444.0,,353.0,0.0,438.0,184,440.0,0.0,0.0,238.0,438.0,193.0,0.0,0.0,,339.0,437.0,165.0,0.0,446.0,324.0,306.0,0.0,163.0,440.0,444.0,0.0,279.0,438.0,141.0,0.0,0.0,131.0,326.0,437.0,178.0
0.0,439.0,442.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,,0.0,218.0,0.0,,425.0,365.0,0.0,131,0.0,443.0,0.0,289.0,0.0,131.0,439.0,441.0,,373.0,0.0,171.0,445.0,0.0,371.0,0.0,437.0,120.0,0.0,0.0,0.0,303.0,0.0,137.0,439.0,441.0,0.0,356.0,0.0,160.0
438.0,0.0,0.0,0.0,437.0,242.0,439.0,439.0,442.0,0.0,437.0,196.0,438.0,439.0,440.0,,437.0,227.0,444.0,,257.0,309.0,438.0,144,440.0,0.0,0.0,277.0,437.0,116.0,0.0,0.0,,350.0,437.0,157.0,0.0,446.0,338.0,291.0,0.0,75.0,440.0,444.0,0.0,279.0,437.0,135.0,0.0,0.0,0.0,357.0,437.0,168.0
0.0,439.0,442.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,,0.0,227.0,0.0,,393.0,0.0,0.0,92,0.0,443.0,0.0,273.0,0.0,163.0,439.0,441.0,,318.0,0.0,173.0,445.0,0.0,352.0,0.0,437.0,123.0,0.0,0.0,,298.0,0.0,146.0,438.0,441.0,0.0,309.0,0.0,174.0
438.0,0.0,0.0,0.0,437.0,139.0,439.0,439.0,442.0,,437.0,211.0,438.0,439.0,440.0,,437.0,223.0,444.0,,420.0,376.0,437.0,52,440.0,0.0,0.0,306.0,437.0,114.0,0.0,0.0,,354.0,437.0,176.0,0.0,446.0,220.0,435.0,0.0,135.0,440.0,443.0,,263.0,437.0,125.0,0.0,0.0,0.0,341.0,437.0,166.0
0.0,439.0,442.0,0.0,0.0,198.0,0.0,0.0,0.0,,0.0,190.0,0.0,0.0,0.0,,0.0,221.0,0.0,,236.0,0.0,0.0,108,0.0,443.0,,281.0,0.0,128.0,438.0,441.0,,348.0,0.0,178.0,445.0,0.0,0.0,0.0,437.0,123.0,0.0,0.0,,266.0,0.0,145.0,438.0,440.0,0.0,336.0,0.0,159.0
438.0,0.0,0.0,,437.0,198.0,439.0,439.0,441.0,,437.0,209.0,438.0,438.0,440.0,,437.0,223.0,443.0,,242.0,0.0,437.0,0,440.0,0.0,,261.0,437.0,130.0,0.0,0.0,,153.0,437.0,156.0,0.0,446.0,0.0,434.0,0.0,124.0,440.0,443.0,,300.0,437.0,133.0,0.0,0.0,0.0,268.0,437.0,175.0
0.0,439.0,441.0,,0.0,208.0,0.0,0.0,0.0,,0.0,202.0,0.0,0.0,0.0,,0.0,220.0,0.0,,421.0,0.0,0.0,230,0.0,442.0,,287.0,0.0,135.0,438.0,441.0,,0.0,0.0,174.0,444.0,0.0,0.0,0.0,437.0,0.0,0.0,0.0,,275.0,0.0,172.0,438.0,440.0,0.0,0.0,0.0,170.0
438.0,0.0,0.0,,436.0,188.0,439.0,439.0,441.0,,436.0,197.0,438.0,438.0,439.0,,436.0,226.0,443.0,,142.0,431.0,437.0,112,439.0,0.0,,281.0,437.0,155.0,0.0,0.0,,0.0,436.0,189.0,0.0,446.0,0.0,0.0,0.0,0.0,439.0,443.0,,312.0,437.0,142.0,0.0,0.0,0.0,0.0,436.0,164.0
0.0,439.0,441.0,,0.0,201.0,0.0,0.0,0.0,,0.0,199.0,0.0,0.0,0.0,,0.0,217.0,0.0,,0.0,0.0,0.0,0,0.0,442.0,,273.0,0.0,129.0,438.0,440.0,,0.0,0.0,157.0,444.0,0.0,0.0,410.0,437.0,0.0,0.0,0.0,,230.0,0.0,138.0,438.0,440.0,0.0,0.0,0.0,166.0
437.0,0.0,0.0,,436.0,191.0,439.0,439.0,441.0,,436.0,209.0,437.0,438.0,439.0,,436.0,224.0,443.0,,0.0,431.0,437.0,207,439.0,0.0,,305.0,437.0,127.0,0.0,0.0,,0.0,436.0,172.0,0.0,445.0,0.0,362.0,0.0,178.0,439.0,443.0,,287.0,437.0,124.0,0.0,0.0,0.0,0.0,436.0,156.0
0.0,438.0,441.0,,0.0,198.0,0.0,0.0,0.0,,0.0,211.0,0.0,0.0,0.0,,0.0,218.0,0.0,,0.0,0.0,0.0,0,0.0,442.0,,272.0,0.0,141.0,438.0,440.0,,0.0,0.0,167.0,444.0,0.0,0.0,0.0,436.0,137.0,0.0,0.0,,303.0,0.0,149.0,438.0,440.0,,0.0,0.0,177.0
437.0,0.0,0.0,,436.0,163.0,438.0,438.0,441.0,,436.0,182.0,437.0,438.0,439.0,,436.0,227.0,443.0,,0.0,0.0,437.0,0,439.0,0.0,,270.0,436.0,173.0,0.0,0.0,,0.0,436.0,179.0,0.0,248.0,0.0,368.0,0.0,89.0,439.0,442.0,,248.0,436.0,146.0,0.0,0.0,,0.0,436.0,157.0
0.0,438.0,441.0,,0.0,212.0,0.0,0.0,0.0,,0.0,203.0,0.0,0.0,0.0,,0.0,221.0,0.0,,0.0,0.0,0.0,0,0.0,442.0,,324.0,0.0,145.0,438.0,440.0,,0.0,0.0,160.0,444.0,0.0,0.0,0.0,436.0,136.0,0.0,0.0,,266.0,0.0,150.0,437.0,439.0,,0.0,0.0,170.0
437.0,0.0,0.0,,436.0,193.0,438.0,438.0,441.0,,436.0,215.0,437.0,438.0,439.0,,436.0,218.0,443.0,,0.0,402.0,436.0,0,439.0,0.0,,236.0,436.0,133.0,0.0,0.0,,0.0,436.0,179.0,0.0,0.0,0.0,434.0,0.0,0.0,439.0,442.0,,305.0,436.0,85.0,0.0,0.0,,0.0,436.0,170.0
0.0,438.0,441.0,,0.0,162.0,0.0,0.0,0.0,,0.0,192.0,0.0,0.0,0.0,,0.0,233.0,0.0,,0.0,277.0,0.0,0,0.0,441.0,,278.0,0.0,151.0,437.0,440.0,,0.0,0.0,148.0,213.0,0.0,,0.0,436.0,0.0,0.0,0.0,,320.0,0.0,179.0,437.0,439.0,,0.0,0.0,168.0
437.0,0.0,0.0,,435.0,233.0,438.0,438.0,440.0,,435.0,190.0,437.0,437.0,439.0,,435.0,215.0,442.0,,0.0,182.0,436.0,0,439.0,0.0,,300.0,436.0,140.0,0.0,0.0,,0.0,435.0,191.0,0.0,0.0,,433.0,0.0,324.0,439.0,442.0,,214.0,436.0,138.0,0.0,0.0,,0.0,435.0,165.0
0.0,438.0,440.0,,0.0,224.0,0.0,0.0,0.0,,0.0,202.0,0.0,0.0,0.0,,0.0,217.0,0.0,,0.0,288.0,0.0,218,0.0,441.0,,286.0,0.0,132.0,437.0,440.0,,,0.0,160.0,0.0,0.0,,434.0,436.0,0.0,0.0,0.0,,222.0,0.0,127.0,437.0,439.0,,,0.0,164.0
437.0,0.0,0.0,,435.0,149.0,438.0,438.0,440.0,,435.0,222.0,437.0,437.0,438.0,,435.0,235.0,442.0,,0.0,0.0,436.0,145,438.0,0.0,,251.0,436.0,124.0,0.0,0.0,,,435.0,166.0,0.0,0.0,,0.0,0.0,0.0,438.0,442.0,,296.0,436.0,137.0,0.0,0.0,,,435.0,165.0
0.0,438.0,440.0,,0.0,171.0,0.0,0.0,0.0,,0.0,199.0,0.0,0.0,0.0,,0.0,212.0,0.0,,,353.0,0.0,27,0.0,441.0,,277.0,0.0,145.0,437.0,439.0,,,0.0,172.0,0.0,0.0,,0.0,436.0,0.0,0.0,0.0,,328.0,0.0,159.0,437.0,439.0,,,0.0,177.0
436.0,0.0,0.0,,435.0,177.0,438.0,438.0,440.0,,435.0,199.0,436.0,437.0,438.0,,435.0,224.0,188.0,,,283.0,436.0,106,438.0,0.0,,290.0,436.0,168.0,0.0,0.0,,,435.0,181.0,0.0,0.0,,425.0,0.0,190.0,438.0,402.0,,292.0,436.0,132.0,0.0,0.0,,,435.0,191.0
0.0,437.0,440.0,,0.0,230.0,0.0,0.0,0.0,,0.0,206.0,0.0,0.0,0.0,,0.0,221.0,0.0,,,0.0,0.0,135,0.0,379.0,,287.0,0.0,174.0,437.0,439.0,,,0.0,171.0,0.0,0.0,,0.0,435.0,156.0,0.0,0.0,,227.0,0.0,122.0,437.0,439.0,,,0.0,165.0
436.0,0.0,0.0,,435.0,182.0,437.0,437.0,440.0,,435.0,203.0,436.0,437.0,438.0,,435.0,221.0,0.0,,,358.0,435.0,136,438.0,0.0,,279.0,435.0,84.0,0.0,0.0,,,435.0,178.0,0.0,0.0,,425.0,0.0,101.0,438.0,0.0,,269.0,435.0,143.0,0.0,0.0,,,435.0,168.0
0.0,437.0,440.0,,0.0,191.0,0.0,0.0,0.0,,0.0,184.0,0.0,0.0,0.0,,0.0,215.0,0.0,,,353.0,0.0,0,0.0,0.0,,260.0,0.0,133.0,436.0,439.0,,,0.0,173.0,0.0,,,0.0,435.0,100.0,0.0,0.0,,294.0,0.0,164.0,436.0,438.0,,,0.0,156.0
436.0,0.0,0.0,,435.0,172.0,437.0,437.0,439.0,,435.0,200.0,436.0,436.0,438.0,,435.0,218.0,0.0,,,0.0,435.0,240,438.0,0.0,,273.0,435.0,159.0,0.0,0.0,,,435.0,171.0,0.0,,,0.0,0.0,0.0,438.0,0.0,,277.0,435.0,151.0,0.0,0.0,,,435.0,185.0
0.0,437.0,166.0,,0.0,233.0,0.0,0.0,0.0,,0.0,202.0,0.0,0.0,0.0,,0.0,215.0,0.0,,,429.0,0.0,0,0.0,0.0,,286.0,0.0,142.0,436.0,439.0,,,0.0,162.0,0.0,,,0.0,435.0,0.0,0.0,0.0,,0.0,0.0,123.0,436.0,438.0,,,0.0,153.0
436.0,0.0,0.0,,434.0,190.0,437.0,437.0,326.0,,434.0,202.0,436.0,436.0,438.0,,434.0,224.0,0.0,,,0.0,435.0,150,437.0,0.0,,265.0,435.0,148.0,0.0,0.0,,,434.0,170.0,,,,432.0,0.0,0.0,437.0,0.0,,0.0,435.0,130.0,0.0,0.0,,,434.0,166.0
0.0,437.0,0.0,,0.0,172.0,0.0,0.0,0.0,,0.0,203.0,0.0,0.0,0.0,,0.0,226.0,0.0,,,0.0,0.0,150,0.0,0.0,,94.0,0.0,138.0,436.0,292.0,,,0.0,185.0,,,,0.0,435.0,0.0,0.0,0.0,,0.0,0.0,183.0,436.0,438.0,,,0.0,165.0
435.0,0.0,0.0,,434.0,182.0,437.0,437.0,0.0,,434.0,210.0,435.0,436.0,437.0,,434.0,221.0,0.0,,,428.0,435.0,92,437.0,0.0,,0.0,435.0,148.0,0.0,0.0,,,434.0,149.0,,,,0.0,0.0,338.0,437.0,0.0,,0.0,435.0,122.0,0.0,0.0,,,434.0,161.0
0.0,436.0,0.0,,0.0,200.0,0.0,0.0,0.0,,0.0,207.0,0.0,0.0,0.0,,0.0,221.0,0.0,,,0.0,0.0,102,0.0,0.0,,0.0,0.0,154.0,436.0,0.0,,,0.0,170.0,,,,0.0,434.0,0.0,0.0,0.0,,0.0,0.0,161.0,436.0,231.0,,,0.0,175.0
435.0,0.0,0.0,,434.0,210.0,436.0,436.0,0.0,,434.0,216.0,435.0,436.0,437.0,,434.0,216.0,0.0,,,428.0,435.0,72,437.0,0.0,,0.0,434.0,132.0,0.0,0.0,,,434.0,173.0,,,,366.0,0.0,0.0,437.0,0.0,,0.0,434.0,146.0,0.0,0.0,,,434.0,188.0
0.0,436.0,0.0,,0.0,223.0,0.0,0.0,0.0,,0.0,199.0,0.0,0.0,0.0,,0.0,220.0,,,,0.0,0.0,81,0.0,0.0,,0.0,0.0,125.0,436.0,0.0,,,0.0,166.0,,,,359.0,434.0,0.0,0.0,,,0.0,0.0,140.0,435.0,0.0,,,0.0,162.0
435.0,0.0,0.0,,434.0,162.0,436.0,436.0,0.0,,434.0,201.0,435.0,436.0,254.0,,434.0,223.0,,,,428.0,434.0,101,338.0,,,0.0,434.0,154.0,0.0,0.0,,,434.0,169.0,,,,217.0,0.0,0.0,323.0,,,0.0,434.0,149.0,0.0,0.0,,,434.0,170.0
0.0,291.0,0.0,,0.0,198.0,0.0,0.0,0.0,,0.0,195.0,0.0,0.0,0.0,,0.0,223.0,,,,0.0,0.0,141,0.0,,,0.0,0.0,132.0,435.0,0.0,,,0.0,173.0,,,,216.0,434.0,0.0,0.0,,,0.0,0.0,158.0,435.0,0.0,,,0.0,179.0
435.0,0.0,0.0,,434.0,194.0,284.0,284.0,0.0,,434.0,210.0,435.0,435.0,0.0,,434.0,220.0,,,,427.0,434.0,126,0.0,,,0.0,434.0,131.0,0.0,0.0,,,434.0,169.0,,,,262.0,0.0,0.0,0.0,,,0.0,434.0,83.0,0.0,0.0,,,434.0,163.0
0.0,0.0,0.0,,0.0,199.0,0.0,0.0,0.0,,0.0,197.0,0.0,0.0,0.0,,0.0,226.0,,,,0.0,0.0,83,0.0,,,0.0,0.0,138.0,354.0,0.0,,,0.0,169.0,,,,202.0,434.0,0.0,0.0,,,,0.0,138.0,435.0,0.0,,,0.0,159.0
435.0,0.0,,,433.0,192.0,0.0,0.0,0.0,,433.0,202.0,435.0,321.0,0.0,,433.0,224.0,,,,0.0,434.0,102,0.0,,,0.0,434.0,142.0,0.0,0.0,,,433.0,187.0,,,,252.0,0.0,0.0,0.0,,,,434.0,203.0,0.0,0.0,,,433.0,164.0
0.0,0.0,,,0.0,199.0,0.0,0.0,,,0.0,206.0,0.0,0.0,0.0,,0.0,217.0,,,,0.0,0.0,114,0.0,,,0.0,0.0,158.0,0.0,0.0,,,0.0,175.0,,,,259.0,434.0,0.0,0.0,,,,0.0,139.0,12.0,0.0,,,0.0,172.0
359.0,0.0,,,433.0,196.0,0.0,0.0,,,433.0,204.0,359.0,0.0,0.0,,433.0,225.0,,,,350.0,434.0,84,0.0,,,,434.0,130.0,0.0,,,,433.0,174.0,,,,207.0,0.0,0.0,0.0,,,,434.0,110.0,0.0,0.0,,,433.0,162.0
0.0,0.0,,,0.0,191.0,0.0,0.0,,,0.0,217.0,0.0,0.0,0.0,,0.0,225.0,,,,0.0,0.0,86,0.0,,,,0.0,111.0,0.0,,,,0.0,156.0,,,,234.0,433.0,0.0,0.0,,,,0.0,141.0,0.0,0.0,,,0.0,182.0
0.0,0.0,,,433.0,193.0,0.0,0.0,,,433.0,193.0,0.0,0.0,0.0,,433.0,214.0,,,,0.0,402.0,90,0.0,,,,433.0,142.0,0.0,,,,433.0,173.0,,,,234.0,0.0,0.0,0.0,,,,433.0,150.0,0.0,,,,433.0,163.0
0.0,0.0,,,0.0,176.0,0.0,0.0,,,0.0,203.0,0.0,0.0,0.0,,0.0,222.0,,,,384.0,0.0,123,0.0,,,,0.0,148.0,0.0,,,,0.0,156.0,,,,100.0,78.0,0.0,0.0,,,,0.0,164.0,0.0,,,,0.0,164.0
0.0,0.0,,,433.0,194.0,0.0,0.0,,,433.0,198.0,0.0,0.0,0.0,,433.0,224.0,,,,285.0,0.0,0,0.0,,,,72.0,153.0,0.0,,,,433.0,180.0,,,,0.0,0.0,0.0,0.0,,,,72.0,140.0,0.0,,,,433.0,169.0
0.0,0.0,,,0.0,216.0,0.0,0.0,,,0.0,206.0,0.0,0.0,,,0.0,219.0,,,,0.0,0.0,239,,,,,0.0,113.0,0.0,,,,0.0,154.0,,,,0.0,0.0,0.0,,,,,0.0,134.0,0.0,,,,0.0,160.0
0.0,,,,12.0,155.0,0.0,0.0,,,12.0,200.0,0.0,0.0,,,12.0,237.0,,,,425.0,0.0,0,,,,,0.0,176.0,0.0,,,,12.0,190.0,,,,0.0,0.0,405.0,,,,,0.0,151.0,0.0,,,,12.0,171.0
0.0,,,,0.0,198.0,,,,,0.0,198.0,0.0,0.0,,,0.0,219.0,,,,0.0,0.0,189,,,,,0.0,135.0,0.0,,,,0.0,152.0,,,,0.0,0.0,0.0,,,,,0.0,145.0,0.0,,,,0.0,162.0
0.0,,,,0.0,181.0,,,,,0.0,198.0,0.0,0.0,,,0.0,213.0,,,,426.0,0.0,98,,,,,0.0,125.0,,,,,0.0,171.0,,,,0.0,0.0,0.0,,,,,0.0,101.0,0.0,,,,0.0,185.0
0.0,,,,0.0,192.0,,,,,0.0,204.0,0.0,,,,0.0,236.0,,,,0.0,0.0,0,,,,,0.0,141.0,,,,,0.0,182.0,,,,0.0,0.0,0.0,,,,,0.0,173.0,0.0,,,,0.0,163.0
0.0,,,,0.0,194.0,,,,,0.0,216.0,0.0,,,,0.0,215.0,,,,415.0,0.0,141,,,,,0.0,162.0,,,,,0.0,177.0,,,,0.0,0.0,404.0,,,,,0.0,149.0,,,,,0.0,163.0
,,,,0.0,230.0,,,,,0.0,179.0,,,,,0.0,216.0,,,,0.0,0.0,52,,,,,0.0,98.0,,,,,0.0,171.0,,,,0.0,0.0,0.0,,,,,0.0,153.0,,,,,0.0,158.0
,,,,0.0,207.0,,,,,0.0,199.0,,,,,0.0,223.0,,,,0.0,0.0,104,,,,,0.0,144.0,,,,,0.0,161.0,,,,0.0,0.0,403.0,,,,,0.0,102.0,,,,,0.0,181.0
,,,,0.0,164.0,,,,,0.0,195.0,,,,,0.0,215.0,,,,0.0,,21,,,,,0.0,145.0,,,,,0.0,172.0,,,,0.0,0.0,0.0,,,,,0.0,155.0,,,,,0.0,164.0
